period_type,start_date,end_date,score_date,weekday,suitability_rank,capacity,fiscal,air_quality,weather,energy,suitability,expected_days,occupancy_days,fiscal_days,air_days,weather_days,energy_days,score_status
day,2025-11-08,2025-11-08,2025-11-08,Saturday,195,49.33,62.22,30.86,58.84,45.40,51.52,1,1,1,1,1,1,Calculated
day,2025-04-22,2025-04-22,2025-04-22,Tuesday,196,54.27,60.61,47.07,28.42,47.28,51.47,1,1,1,1,1,1,Calculated
day,2025-04-21,2025-04-21,2025-04-21,Monday,197,47.90,53.20,38.53,32.16,70.10,51.42,1,1,1,1,1,1,Calculated
day,2025-09-11,2025-09-11,2025-09-11,Thursday,198,53.12,49.93,58.86,57.08,44.44,51.40,1,1,1,1,1,1,Calculated
day,2025-11-30,2025-11-30,2025-11-30,Sunday,199,61.21,64.91,51.97,52.75,15.32,51.37,1,1,1,1,1,1,Calculated
day,2025-08-21,2025-08-21,2025-08-21,Thursday,200,34.89,57.27,45.63,56.88,66.89,51.28,1,1,1,1,1,1,Calculated
day,2025-07-23,2025-07-23,2025-07-23,Wednesday,201,46.09,41.27,48.10,56.15,71.87,51.01,1,1,1,1,1,1,Calculated
day,2025-04-03,2025-04-03,2025-04-03,Thursday,202,52.91,66.93,70.86,38.10,20.42,50.93,1,1,1,1,1,1,Calculated
day,2025-08-28,2025-08-28,2025-08-28,Thursday,203,54.47,55.25,44.59,39.94,47.44,50.86,1,1,1,1,1,1,Calculated
day,2025-06-06,2025-06-06,2025-06-06,Friday,204,53.20,51.47,63.90,30.83,49.89,50.85,1,1,1,1,1,1,Calculated
day,2025-10-02,2025-10-02,2025-10-02,Thursday,205,59.13,59.72,62.27,28.62,30.55,50.85,1,1,1,1,1,1,Calculated
day,2025-08-08,2025-08-08,2025-08-08,Friday,206,52.99,41.12,62.41,55.93,53.58,50.78,1,1,1,1,1,1,Calculated
day,2025-03-08,2025-03-08,2025-03-08,Saturday,207,39.32,52.52,32.25,11.75,93.61,50.68,1,1,1,1,1,1,Calculated
day,2025-09-30,2025-09-30,2025-09-30,Tuesday,208,67.16,66.69,68.03,17.74,9.65,50.66,1,1,1,1,1,1,Calculated
day,2025-12-13,2025-12-13,2025-12-13,Saturday,209,61.28,57.73,59.07,31.19,28.71,50.47,1,1,1,1,1,1,Calculated
day,2025-04-18,2025-04-18,2025-04-18,Friday,210,52.49,52.21,43.91,41.10,51.85,50.28,1,1,1,1,1,1,Calculated
day,2025-03-31,2025-03-31,2025-03-31,Monday,211,56.72,47.45,48.93,23.85,57.83,50.10,1,1,1,1,1,1,Calculated
day,2025-11-29,2025-11-29,2025-11-29,Saturday,212,47.20,62.93,42.57,32.65,46.79,49.92,1,1,1,1,1,1,Calculated
day,2025-08-13,2025-08-13,2025-08-13,Wednesday,213,31.25,54.02,77.31,51.45,57.00,49.86,1,1,1,1,1,1,Calculated
day,2025-03-20,2025-03-20,2025-03-20,Thursday,214,50.73,64.81,55.79,38.58,27.11,49.52,1,1,1,1,1,1,Calculated
day,2025-07-28,2025-07-28,2025-07-28,Monday,215,40.02,45.92,64.58,51.74,60.38,49.49,1,1,1,1,1,1,Calculated
day,2025-10-18,2025-10-18,2025-10-18,Saturday,216,38.80,63.93,55.13,49.55,41.00,49.49,1,1,1,1,1,1,Calculated
day,2025-09-23,2025-09-23,2025-09-23,Tuesday,217,47.36,50.51,63.82,52.68,41.75,49.36,1,1,1,1,1,1,Calculated
day,2025-04-17,2025-04-17,2025-04-17,Thursday,218,52.91,43.23,44.09,40.69,60.17,49.35,1,1,1,1,1,1,Calculated
day,2025-08-16,2025-08-16,2025-08-16,Saturday,219,29.78,52.29,46.26,64.25,66.39,48.95,1,1,1,1,1,1,Calculated
day,2025-03-17,2025-03-17,2025-03-17,Monday,220,48.99,59.54,31.76,32.53,49.12,48.81,1,1,1,1,1,1,Calculated
day,2025-03-25,2025-03-25,2025-03-25,Tuesday,221,44.73,54.15,56.26,10.24,62.44,48.80,1,1,1,1,1,1,Calculated
day,2025-03-19,2025-03-19,2025-03-19,Wednesday,222,63.29,54.09,59.37,61.30,7.55,48.79,1,1,1,1,1,1,Calculated
day,2025-04-19,2025-04-19,2025-04-19,Saturday,223,41.80,39.66,73.33,62.85,53.25,48.71,1,1,1,1,1,1,Calculated
day,2025-09-05,2025-09-05,2025-09-05,Friday,224,45.24,49.76,42.31,37.59,61.03,48.69,1,1,1,1,1,1,Calculated
day,2025-04-29,2025-04-29,2025-04-29,Tuesday,225,49.51,42.60,81.67,43.56,42.23,48.60,1,1,1,1,1,1,Calculated
day,2025-04-04,2025-04-04,2025-04-04,Friday,226,45.99,47.89,54.92,38.13,55.36,48.54,1,1,1,1,1,1,Calculated
day,2025-02-20,2025-02-20,2025-02-20,Thursday,227,59.07,70.82,36.71,26.89,15.85,48.50,1,1,1,1,1,1,Calculated
day,2025-03-09,2025-03-09,2025-03-09,Sunday,228,61.07,36.78,51.41,61.94,38.86,48.46,1,1,1,1,1,1,Calculated
day,2025-05-31,2025-05-31,2025-05-31,Saturday,229,43.73,31.32,53.45,42.05,81.72,48.41,1,1,1,1,1,1,Calculated
day,2025-03-16,2025-03-16,2025-03-16,Sunday,230,35.70,53.41,65.92,46.03,52.04,48.34,1,1,1,1,1,1,Calculated
day,2025-07-21,2025-07-21,2025-07-21,Monday,231,49.34,50.33,73.13,52.46,28.54,48.17,1,1,1,1,1,1,Calculated
day,2025-07-03,2025-07-03,2025-07-03,Thursday,232,36.64,42.58,58.07,61.48,62.21,48.16,1,1,1,1,1,1,Calculated
day,2025-03-23,2025-03-23,2025-03-23,Sunday,233,35.24,55.40,45.08,25.92,69.17,48.13,1,1,1,1,1,1,Calculated
day,2025-08-06,2025-08-06,2025-08-06,Wednesday,234,48.15,45.72,60.60,66.71,35.67,48.03,1,1,1,1,1,1,Calculated
day,2025-07-02,2025-07-02,2025-07-02,Wednesday,235,46.63,48.06,52.62,32.80,54.46,47.84,1,1,1,1,1,1,Calculated
day,2025-07-04,2025-07-04,2025-07-04,Friday,236,44.91,38.99,44.79,58.14,61.72,47.81,1,1,1,1,1,1,Calculated
day,2025-08-27,2025-08-27,2025-08-27,Wednesday,237,44.10,28.73,72.79,68.90,58.90,47.80,1,1,1,1,1,1,Calculated
day,2025-04-08,2025-04-08,2025-04-08,Tuesday,238,47.13,57.91,40.07,44.20,39.12,47.76,1,1,1,1,1,1,Calculated
day,2025-05-08,2025-05-08,2025-05-08,Thursday,239,40.38,38.23,70.63,41.06,64.95,47.74,1,1,1,1,1,1,Calculated
day,2025-04-12,2025-04-12,2025-04-12,Saturday,240,41.00,45.58,68.97,60.64,43.74,47.68,1,1,1,1,1,1,Calculated
day,2025-05-29,2025-05-29,2025-05-29,Thursday,241,42.44,43.27,56.40,48.74,54.78,47.18,1,1,1,1,1,1,Calculated
day,2025-09-12,2025-09-12,2025-09-12,Friday,242,48.03,55.35,47.80,42.87,35.16,47.11,1,1,1,1,1,1,Calculated
day,2025-02-09,2025-02-09,2025-02-09,Sunday,243,51.97,58.12,51.15,34.45,27.61,47.11,1,1,1,1,1,1,Calculated
day,2025-06-04,2025-06-04,2025-06-04,Wednesday,244,39.45,33.97,63.42,33.73,76.30,47.00,1,1,1,1,1,1,Calculated
day,2025-05-23,2025-05-23,2025-05-23,Friday,245,56.09,30.64,51.91,66.19,45.36,46.90,1,1,1,1,1,1,Calculated
day,2025-02-02,2025-02-02,2025-02-02,Sunday,246,40.98,58.84,61.87,38.04,34.61,46.86,1,1,1,1,1,1,Calculated
day,2025-02-23,2025-02-23,2025-02-23,Sunday,247,37.97,61.44,38.64,36.39,47.47,46.82,1,1,1,1,1,1,Calculated
day,2025-05-06,2025-05-06,2025-05-06,Tuesday,248,34.77,45.88,58.33,54.87,56.05,46.73,1,1,1,1,1,1,Calculated
day,2025-04-16,2025-04-16,2025-04-16,Wednesday,249,48.87,41.78,37.82,37.46,59.27,46.58,1,1,1,1,1,1,Calculated
day,2025-10-04,2025-10-04,2025-10-04,Saturday,250,29.66,59.86,41.44,22.06,66.76,46.56,1,1,1,1,1,1,Calculated
day,2025-08-07,2025-08-07,2025-08-07,Thursday,251,44.21,34.32,36.10,30.46,81.52,46.52,1,1,1,1,1,1,Calculated
day,2025-05-07,2025-05-07,2025-05-07,Wednesday,252,46.44,55.52,59.62,40.75,28.67,46.36,1,1,1,1,1,1,Calculated
day,2025-04-01,2025-04-01,2025-04-01,Tuesday,253,45.25,44.20,45.30,43.89,52.79,46.31,1,1,1,1,1,1,Calculated
day,2025-05-17,2025-05-17,2025-05-17,Saturday,254,43.00,28.75,71.62,49.32,63.41,46.30,1,1,1,1,1,1,Calculated
day,2025-08-04,2025-08-04,2025-08-04,Monday,255,42.51,63.75,47.86,22.97,36.29,46.22,1,1,1,1,1,1,Calculated
day,2025-05-27,2025-05-27,2025-05-27,Tuesday,256,32.08,43.06,40.40,50.27,72.92,46.19,1,1,1,1,1,1,Calculated
day,2025-05-02,2025-05-02,2025-05-02,Friday,257,39.79,40.41,59.37,100.00,30.96,46.19,1,1,1,1,1,1,Calculated
day,2025-05-16,2025-05-16,2025-05-16,Friday,258,43.68,45.06,57.39,35.32,51.34,46.16,1,1,1,1,1,1,Calculated
day,2025-03-11,2025-03-11,2025-03-11,Tuesday,259,54.35,60.17,51.88,30.61,17.60,46.12,1,1,1,1,1,1,Calculated
day,2025-08-26,2025-08-26,2025-08-26,Tuesday,260,38.54,49.75,48.26,41.35,53.05,46.06,1,1,1,1,1,1,Calculated
day,2025-08-14,2025-08-14,2025-08-14,Thursday,261,43.35,48.70,49.50,63.82,35.20,45.99,1,1,1,1,1,1,Calculated
day,2025-09-01,2025-09-01,2025-09-01,Monday,262,41.22,49.06,33.43,27.41,63.11,45.79,1,1,1,1,1,1,Calculated
day,2025-07-19,2025-07-19,2025-07-19,Saturday,263,37.96,37.74,65.87,9.36,77.53,45.74,1,1,1,1,1,1,Calculated
day,2025-06-02,2025-06-02,2025-06-02,Monday,264,40.12,48.50,51.16,29.68,55.17,45.71,1,1,1,1,1,1,Calculated
day,2025-06-11,2025-06-11,2025-06-11,Wednesday,265,35.43,30.66,72.31,37.05,74.04,45.57,1,1,1,1,1,1,Calculated
day,2025-05-20,2025-05-20,2025-05-20,Tuesday,266,41.84,42.49,60.99,59.89,40.80,45.55,1,1,1,1,1,1,Calculated
day,2025-03-21,2025-03-21,2025-03-21,Friday,267,52.85,54.69,49.07,13.26,35.06,45.51,1,1,1,1,1,1,Calculated
day,2025-05-04,2025-05-04,2025-05-04,Sunday,268,44.23,23.14,52.67,63.11,67.32,45.25,1,1,1,1,1,1,Calculated
day,2025-07-15,2025-07-15,2025-07-15,Tuesday,269,39.65,55.92,44.36,27.84,46.71,45.23,1,1,1,1,1,1,Calculated
day,2025-07-25,2025-07-25,2025-07-25,Friday,270,35.93,47.45,58.74,31.78,55.30,45.13,1,1,1,1,1,1,Calculated
day,2025-07-08,2025-07-08,2025-07-08,Tuesday,271,41.46,42.02,47.56,50.68,51.16,45.10,1,1,1,1,1,1,Calculated
day,2025-03-29,2025-03-29,2025-03-29,Saturday,272,31.59,46.90,44.00,82.36,44.45,45.07,1,1,1,1,1,1,Calculated
day,2025-03-22,2025-03-22,2025-03-22,Saturday,273,36.07,30.28,60.65,16.13,87.41,45.07,1,1,1,1,1,1,Calculated
day,2025-08-23,2025-08-23,2025-08-23,Saturday,274,36.44,37.33,42.99,42.50,71.49,44.98,1,1,1,1,1,1,Calculated
day,2025-07-10,2025-07-10,2025-07-10,Thursday,275,44.04,55.73,47.65,36.23,32.58,44.83,1,1,1,1,1,1,Calculated
day,2025-06-16,2025-06-16,2025-06-16,Monday,276,38.65,60.14,56.59,39.14,27.66,44.74,1,1,1,1,1,1,Calculated
day,2025-08-18,2025-08-18,2025-08-18,Monday,277,31.71,44.86,66.60,57.89,46.37,44.70,1,1,1,1,1,1,Calculated
day,2025-05-11,2025-05-11,2025-05-11,Sunday,278,34.59,17.09,65.55,43.95,90.37,44.53,1,1,1,1,1,1,Calculated
day,2025-04-26,2025-04-26,2025-04-26,Saturday,279,44.00,29.62,45.92,61.79,57.71,44.40,1,1,1,1,1,1,Calculated
day,2025-04-09,2025-04-09,2025-04-09,Wednesday,280,49.96,46.00,34.61,41.43,39.23,44.24,1,1,1,1,1,1,Calculated
day,2025-04-11,2025-04-11,2025-04-11,Friday,281,39.62,43.46,49.17,46.03,48.75,44.20,1,1,1,1,1,1,Calculated
day,2025-09-03,2025-09-03,2025-09-03,Wednesday,282,38.74,53.73,38.29,21.40,52.41,44.19,1,1,1,1,1,1,Calculated
day,2025-07-17,2025-07-17,2025-07-17,Thursday,283,47.38,22.59,56.75,52.93,60.08,43.97,1,1,1,1,1,1,Calculated
day,2025-09-06,2025-09-06,2025-09-06,Saturday,284,44.22,40.43,68.49,72.92,21.77,43.89,1,1,1,1,1,1,Calculated
day,2025-04-05,2025-04-05,2025-04-05,Saturday,285,51.03,25.64,62.39,32.63,55.26,43.55,1,1,1,1,1,1,Calculated
day,2025-02-16,2025-02-16,2025-02-16,Sunday,286,42.64,56.34,49.69,17.12,35.78,43.53,1,1,1,1,1,1,Calculated
day,2025-03-30,2025-03-30,2025-03-30,Sunday,287,35.82,50.34,36.89,31.74,53.55,43.42,1,1,1,1,1,1,Calculated
day,2025-06-28,2025-06-28,2025-06-28,Saturday,288,36.69,23.49,59.40,80.88,56.66,43.42,1,1,1,1,1,1,Calculated
day,2025-09-02,2025-09-02,2025-09-02,Tuesday,289,47.94,51.65,38.25,24.64,35.90,43.35,1,1,1,1,1,1,Calculated
day,2025-06-21,2025-06-21,2025-06-21,Saturday,290,35.06,25.20,62.40,68.71,60.03,43.19,1,1,1,1,1,1,Calculated
day,2025-04-30,2025-04-30,2025-04-30,Wednesday,291,46.21,44.14,43.87,41.28,37.25,43.07,1,1,1,1,1,1,Calculated
day,2025-08-22,2025-08-22,2025-08-22,Friday,292,36.80,49.56,48.06,42.57,39.98,42.97,1,1,1,1,1,1,Calculated
day,2025-06-12,2025-06-12,2025-06-12,Thursday,293,37.29,37.06,42.33,58.20,51.94,42.74,1,1,1,1,1,1,Calculated
day,2025-05-09,2025-05-09,2025-05-09,Friday,294,42.18,27.92,35.83,44.73,68.09,42.70,1,1,1,1,1,1,Calculated
day,2025-05-19,2025-05-19,2025-05-19,Monday,295,35.38,49.27,47.45,61.40,31.46,42.57,1,1,1,1,1,1,Calculated
day,2025-05-13,2025-05-13,2025-05-13,Tuesday,296,38.63,54.87,52.68,37.84,26.88,42.48,1,1,1,1,1,1,Calculated
day,2025-07-31,2025-07-31,2025-07-31,Thursday,297,50.80,21.96,79.94,33.13,46.39,42.41,1,1,1,1,1,1,Calculated
day,2025-03-28,2025-03-28,2025-03-28,Friday,298,46.64,33.88,56.07,26.48,49.35,42.28,1,1,1,1,1,1,Calculated
day,2025-08-11,2025-08-11,2025-08-11,Monday,299,33.50,45.08,39.77,38.70,54.16,42.26,1,1,1,1,1,1,Calculated
day,2025-07-18,2025-07-18,2025-07-18,Friday,300,52.36,40.89,48.33,49.32,21.41,42.02,1,1,1,1,1,1,Calculated
day,2025-07-07,2025-07-07,2025-07-07,Monday,301,44.61,34.30,56.56,29.84,48.54,42.02,1,1,1,1,1,1,Calculated
day,2025-07-29,2025-07-29,2025-07-29,Tuesday,302,31.88,36.86,59.41,41.37,56.57,42.01,1,1,1,1,1,1,Calculated
day,2025-05-03,2025-05-03,2025-05-03,Saturday,303,31.82,26.72,61.20,20.34,81.26,41.97,1,1,1,1,1,1,Calculated
day,2025-05-05,2025-05-05,2025-05-05,Monday,304,38.26,34.22,59.34,62.49,38.79,41.69,1,1,1,1,1,1,Calculated
day,2025-06-23,2025-06-23,2025-06-23,Monday,305,40.40,45.94,44.69,32.80,39.88,41.63,1,1,1,1,1,1,Calculated
day,2025-05-26,2025-05-26,2025-05-26,Monday,306,33.83,46.33,60.59,23.56,44.92,41.45,1,1,1,1,1,1,Calculated
day,2025-09-14,2025-09-14,2025-09-14,Sunday,307,54.11,38.85,47.06,29.16,29.25,41.36,1,1,1,1,1,1,Calculated
day,2025-07-26,2025-07-26,2025-07-26,Saturday,308,40.06,47.55,39.85,28.29,41.12,41.32,1,1,1,1,1,1,Calculated
day,2025-07-12,2025-07-12,2025-07-12,Saturday,309,28.48,30.23,44.18,61.69,64.12,41.02,1,1,1,1,1,1,Calculated
day,2025-08-24,2025-08-24,2025-08-24,Sunday,310,31.68,36.65,44.31,32.05,64.03,40.94,1,1,1,1,1,1,Calculated
day,2025-08-12,2025-08-12,2025-08-12,Tuesday,311,30.30,42.93,52.12,30.22,53.02,40.81,1,1,1,1,1,1,Calculated
day,2025-07-24,2025-07-24,2025-07-24,Thursday,312,37.70,44.61,56.98,43.83,29.88,40.75,1,1,1,1,1,1,Calculated
day,2025-06-15,2025-06-15,2025-06-15,Sunday,313,44.44,15.43,66.24,76.17,42.52,40.70,1,1,1,1,1,1,Calculated
day,2025-07-13,2025-07-13,2025-07-13,Sunday,314,34.07,39.79,69.59,47.25,33.98,40.64,1,1,1,1,1,1,Calculated
day,2025-08-31,2025-08-31,2025-08-31,Sunday,315,45.78,37.22,45.91,29.41,40.84,40.60,1,1,1,1,1,1,Calculated
day,2025-07-06,2025-07-06,2025-07-06,Sunday,316,30.16,21.08,67.18,47.94,68.56,40.60,1,1,1,1,1,1,Calculated
day,2025-04-13,2025-04-13,2025-04-13,Sunday,317,41.76,35.90,62.34,22.30,43.35,40.43,1,1,1,1,1,1,Calculated
day,2025-05-18,2025-05-18,2025-05-18,Sunday,318,36.58,33.43,45.87,13.71,65.78,40.12,1,1,1,1,1,1,Calculated
day,2025-04-24,2025-04-24,2025-04-24,Thursday,319,42.46,26.90,46.26,62.52,41.67,40.02,1,1,1,1,1,1,Calculated
day,2025-08-05,2025-08-05,2025-08-05,Tuesday,320,36.89,31.05,48.66,40.27,53.41,39.96,1,1,1,1,1,1,Calculated
day,2025-06-03,2025-06-03,2025-06-03,Tuesday,321,34.47,49.87,74.27,41.95,14.93,39.91,1,1,1,1,1,1,Calculated
day,2025-06-19,2025-06-19,2025-06-19,Thursday,322,41.85,35.42,57.93,29.18,39.76,39.84,1,1,1,1,1,1,Calculated
day,2025-01-05,2025-01-05,2025-01-05,Sunday,323,58.40,56.90,40.32,12.00,0.00,39.82,1,1,1,1,1,1,Calculated
day,2025-05-21,2025-05-21,2025-05-21,Wednesday,324,40.91,41.97,56.31,21.79,33.41,39.36,1,1,1,1,1,1,Calculated
day,2025-08-10,2025-08-10,2025-08-10,Sunday,325,30.48,18.60,56.43,75.86,56.98,39.35,1,1,1,1,1,1,Calculated
day,2025-06-20,2025-06-20,2025-06-20,Friday,326,26.94,48.33,52.77,15.61,49.49,39.32,1,1,1,1,1,1,Calculated
day,2025-05-28,2025-05-28,2025-05-28,Wednesday,327,45.49,38.09,37.20,42.03,31.50,39.30,1,1,1,1,1,1,Calculated
day,2025-06-09,2025-06-09,2025-06-09,Monday,328,28.12,33.47,56.20,16.40,67.52,39.24,1,1,1,1,1,1,Calculated
day,2025-07-16,2025-07-16,2025-07-16,Wednesday,329,36.83,43.94,49.71,19.45,40.38,39.22,1,1,1,1,1,1,Calculated
day,2025-06-22,2025-06-22,2025-06-22,Sunday,330,44.82,28.04,27.75,28.60,57.17,38.93,1,1,1,1,1,1,Calculated
day,2025-07-20,2025-07-20,2025-07-20,Sunday,331,37.64,28.14,43.01,48.39,50.11,38.90,1,1,1,1,1,1,Calculated
day,2025-07-11,2025-07-11,2025-07-11,Friday,332,35.89,33.50,41.65,60.08,38.56,38.70,1,1,1,1,1,1,Calculated
day,2025-08-17,2025-08-17,2025-08-17,Sunday,333,30.42,24.81,34.90,30.48,77.89,38.68,1,1,1,1,1,1,Calculated
day,2025-05-30,2025-05-30,2025-05-30,Friday,334,36.04,46.91,23.67,29.82,41.84,38.60,1,1,1,1,1,1,Calculated
day,2025-05-25,2025-05-25,2025-05-25,Sunday,335,40.44,30.01,73.54,48.24,25.63,38.44,1,1,1,1,1,1,Calculated
day,2025-09-28,2025-09-28,2025-09-28,Sunday,336,36.89,44.22,44.52,6.24,45.09,38.42,1,1,1,1,1,1,Calculated
day,2025-04-20,2025-04-20,2025-04-20,Sunday,337,27.87,27.89,63.06,71.17,40.63,38.28,1,1,1,1,1,1,Calculated
day,2025-06-01,2025-06-01,2025-06-01,Sunday,338,32.99,26.82,60.18,65.96,38.45,38.25,1,1,1,1,1,1,Calculated
day,2025-06-26,2025-06-26,2025-06-26,Thursday,339,36.49,29.23,62.77,29.93,46.24,38.24,1,1,1,1,1,1,Calculated
day,2025-07-01,2025-07-01,2025-07-01,Tuesday,340,31.94,28.27,57.58,42.65,49.39,37.96,1,1,1,1,1,1,Calculated
day,2025-06-05,2025-06-05,2025-06-05,Thursday,341,37.42,30.24,41.23,34.94,48.38,37.59,1,1,1,1,1,1,Calculated
day,2025-06-27,2025-06-27,2025-06-27,Friday,342,43.14,24.77,55.64,27.59,43.87,37.47,1,1,1,1,1,1,Calculated
day,2025-06-25,2025-06-25,2025-06-25,Wednesday,343,40.42,37.44,46.57,43.10,25.25,37.37,1,1,1,1,1,1,Calculated
day,2025-06-30,2025-06-30,2025-06-30,Monday,344,27.71,41.08,36.67,0.00,64.66,37.24,1,1,1,1,1,1,Calculated
day,2025-06-29,2025-06-29,2025-06-29,Sunday,345,32.57,18.19,44.25,75.57,48.64,36.94,1,1,1,1,1,1,Calculated
day,2025-08-29,2025-08-29,2025-08-29,Friday,346,32.80,47.18,43.38,30.46,27.36,36.85,1,1,1,1,1,1,Calculated
day,2025-06-17,2025-06-17,2025-06-17,Tuesday,347,47.04,10.66,59.67,25.79,52.90,36.43,1,1,1,1,1,1,Calculated
day,2025-08-03,2025-08-03,2025-08-03,Sunday,348,30.05,20.30,68.84,48.84,44.99,35.87,1,1,1,1,1,1,Calculated
day,2025-03-02,2025-03-02,2025-03-02,Sunday,349,51.39,30.80,63.73,12.12,16.62,35.57,1,1,1,1,1,1,Calculated
day,2025-06-08,2025-06-08,2025-06-08,Sunday,350,35.46,20.94,59.51,51.90,36.72,35.41,1,1,1,1,1,1,Calculated
day,2025-08-02,2025-08-02,2025-08-02,Saturday,351,27.16,42.94,47.02,30.52,32.80,35.34,1,1,1,1,1,1,Calculated
day,2025-07-27,2025-07-27,2025-07-27,Sunday,352,40.41,24.21,59.02,31.27,33.99,35.21,1,1,1,1,1,1,Calculated
day,2025-06-14,2025-06-14,2025-06-14,Saturday,353,23.94,18.89,75.54,53.33,46.14,34.97,1,1,1,1,1,1,Calculated
day,2025-05-01,2025-05-01,2025-05-01,Thursday,354,42.67,37.33,43.92,37.15,13.67,34.84,1,1,1,1,1,1,Calculated
day,2025-04-27,2025-04-27,2025-04-27,Sunday,355,22.64,24.28,52.41,48.82,51.47,34.49,1,1,1,1,1,1,Calculated
day,2025-09-20,2025-09-20,2025-09-20,Saturday,356,40.41,25.71,44.93,30.96,33.81,34.19,1,1,1,1,1,1,Calculated
day,2025-08-09,2025-08-09,2025-08-09,Saturday,357,34.25,35.50,34.19,59.05,19.18,34.09,1,1,1,1,1,1,Calculated
day,2025-05-15,2025-05-15,2025-05-15,Thursday,358,33.93,41.76,37.47,14.08,29.46,33.75,1,1,1,1,1,1,Calculated
day,2025-07-05,2025-07-05,2025-07-05,Saturday,359,44.92,15.30,58.53,13.01,42.11,33.64,1,1,1,1,1,1,Calculated
day,2025-06-24,2025-06-24,2025-06-24,Tuesday,360,38.19,32.09,64.66,39.94,8.98,33.34,1,1,1,1,1,1,Calculated
day,2025-05-24,2025-05-24,2025-05-24,Saturday,361,23.13,26.66,46.90,29.47,46.92,31.96,1,1,1,1,1,1,Calculated
day,2025-04-06,2025-04-06,2025-04-06,Sunday,362,38.54,21.48,36.54,61.83,14.78,30.80,1,1,1,1,1,1,Calculated
day,2025-08-30,2025-08-30,2025-08-30,Saturday,363,33.07,19.69,46.24,44.82,27.66,30.47,1,1,1,1,1,1,Calculated
day,2025-06-07,2025-06-07,2025-06-07,Saturday,364,35.03,0.00,45.63,62.70,44.59,30.26,1,1,1,1,1,1,Calculated
day,2025-05-10,2025-05-10,2025-05-10,Saturday,365,30.83,10.34,45.83,21.21,27.42,24.54,1,1,1,1,1,1,Calculated
